"";"Busqueda aleatoria";"	";"	";"Ascenso a la colina";"	";"	";"Vecindad var"
"Dataset";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito"
"./data/files/f1.txt";"294.667";"0.943";"100.0";"295.0";"0.0";"100.0";"295.0";"0.0";"100.0"
"./data/files/f2.txt";"918.0";"25.937";"0.0";"987.367";"18.277";"100.0";"1022.833";"6.283";"96.667"
"./data/files/f3.txt";"35.0";"0.0";"100.0";"33.467";"0.846";"20.0";"35.0";"0.0";"100.0"
"./data/files/f4.txt";"23.0";"0.0";"100.0";"23.0";"0.0";"100.0";"23.0";"0.0";"100.0"
"./data/files/f5.txt";"447.328";"18.121";"100.0";"467.465";"12.763";"33.333";"481.069";"0.0";"100.0"
"./data/files/f6.txt";"52.0";"0.0";"100.0";"52.0";"0.0";"100.0";"52.0";"0.0";"100.0"
"./data/files/f7.txt";"107.0";"0.0";"100.0";"107.0";"0.0";"100.0";"107.0";"0.0";"100.0"
"./data/files/f8.txt";"9751.767";"4.814";"0.0";"9762.533";"2.642";"93.333";"9766.6";"1.2";"90.0"
"./data/files/f9.txt";"130.0";"0.0";"100.0";"105.3";"8.063";"0.0";"130.0";"0.0";"100.0"
"./data/files/f10.txt";"917.167";"30.626";"0.0";"994.267";"14.953";"0.0";"1025.0";"0.0";"100.0"
"./data/files/Knapsack1.txt";"99763.933";"0.249";"0.0";"99166.467";"2289.109";"0.0";"99764.0";"0.0";"0.0"
"./data/files/Knapsack2.txt";"141810.1";"254.87";"80.0";"140077.233";"796.71";"0.0";"141369.667";"265.638";"0.0"
"./data/files/Knapsack3.txt";"100069.833";"158.999";"93.333";"100191.8";"59.346";"100.0";"100228.2";"23.4";"90.0"
"./data/files/Knapsack4.txt";"3960888.133";"1291.229";"0.0";"3951702.467";"4679.689";"0.0";"3958922.8";"3227.782";"0.0"
"./data/files/Knapsack5.txt";"104739.833";"478.16";"0.0";"106907.833";"689.657";"0.0";"108635.3";"653.312";"0.0"
"./data/files/Knapsack6.txt";"1045651.3";"7476.827";"0.0";"1065699.033";"6390.05";"0.0";"1079891.9";"10286.513";"0.0"
