                   RS (BUSQUEDA ALEATORIA)         ASCENSO DE COLINA (HC)          ALGORITMO IMPLEMENTADO
                MEDIA|DESVIACION|TASA EXITO     MEDIA|DESVIACION|TASA EXITO     MEDIA|DESVIACION|TASA EXITO 
"f1.txt            [295.0, 0.0, 100.0]                [292.4, 1.2, 0.0]                [274.4, 21.703455946000858, 0.0]"
"f2.txt            [1002.8, 19.04, 40.0]                [1004.2, 13.93, 40.0]                [878.0, 30.886890422961002, 0.0]"
"f3.txt            [35.0, 0.0, 100.0]                [31.6, 2.8, 0.0]                [33.6, 2.8, 100.0]"
"f4.txt            [23.0, 0.0, 100.0]                [20.0, 3.29, 60.0]                [22.8, 0.39999999999999997, 100.0]"
"f5.txt            [479.95, 2.24, 100.0]                [457.21, 18.38, 40.0]                [434.8948634, 23.186024338136082, 0.0]"
"f6.txt            [52.0, 0.0, 100.0]                [52.0, 0.0, 100.0]                [50.8, 0.4, 0.0]"
"f7.txt            [107.0, 0.0, 100.0]                [102.2, 4.07, 100.0]                [98.0, 2.449489742783178, 0.0]"
"f8.txt            [9762.4, 0.49, 0.0]                [9763.0, 2.0, 0.0]                [9671.8, 62.84393367700656, 0.0]"
"f9.txt            [130.0, 0.0, 100.0]                [111.4, 15.69, 0.0]                [127.6, 4.800000000000001, 100.0]"
"f10.txt            [993.4, 21.63, 0.0]                [992.4, 20.65, 60.0]                [859.2, 17.485994395515515, 0.0]"
"Knapsack1.txt            [98835.0, 1153.65, 0.0]                [96889.2, 5063.1, 0.0]                [99410.8, 196.1615660622641, 0.0]"
"Knapsack2.txt            [139961.8, 804.0, 0.0]                [140471.4, 759.52, 0.0]                [139768.2, 299.0393953979977, 0.0]"
"Knapsack3.txt            [98696.6, 1289.07, 80.0]                [100173.6, 58.37, 80.0]                [100107.6, 84.6489220250323, 100.0]"
"Knapsack4.txt            [3953043.6, 1964.31, 0.0]                [3951075.6, 5862.69, 0.0]                [3946711.4, 307.2325503588446, 0.0]"
"Knapsack5.txt            [100349.6, 2057.82, 0.0]                [106815.0, 863.77, 0.0]                [103362.8, 592.975345187302, 0.0]"
"Knapsack6.txt            [1000668.6, 23050.23, 0.0]                [1068643.0, 3000.02, 0.0]                [1041236.2, 4105.439192096261, 0.0]"
Total promedio
