                   RS (BUSQUEDA ALEATORIA)         ASCENSO DE COLINA (HC)          ALGORITMO IMPLEMENTADO
                MEDIA|DESVIACION|TASA EXITO     MEDIA|DESVIACION|TASA EXITO     MEDIA|DESVIACION|TASA EXITO 
"f1.txt            [295.0, 0.0, 100.0]                [292.5, 3.0, 96.66666666666667]                [267.26666666666665, 19.85267964001054, 0.0]"
"f2.txt            [1006.23, 16.84, 90.0]                [985.53, 18.18, 16.666666666666664]                [856.2, 54.09584087524659, 0.0]"
"f3.txt            [35.0, 0.0, 100.0]                [27.73, 3.45, 0.0]                [32.2, 3.3605555096342825, 100.0]"
"f4.txt            [23.0, 0.0, 100.0]                [21.53, 2.51, 86.66666666666667]                [22.566666666666666, 1.2827920936595905, 100.0]"
"f5.txt            [473.24, 15.77, 100.0]                [464.15, 12.43, 66.66666666666666]                [406.8543551666666, 20.467488336729513, 0.0]"
"f6.txt            [51.93, 0.25, 100.0]                [52.0, 0.0, 100.0]                [49.733333333333334, 1.8607047649270483, 63.33333333333333]"
"f7.txt            [107.0, 0.0, 100.0]                [103.83, 4.26, 100.0]                [95.83333333333333, 7.280491436404246, 66.66666666666666]"
"f8.txt            [9762.43, 2.85, 73.33333333333333]                [9762.0, 4.38, 90.0]                [9644.7, 144.61377297247083, 0.0]"
"f9.txt            [130.0, 0.0, 100.0]                [109.87, 13.25, 0.0]                [121.5, 9.952386648437649, 100.0]"
"f10.txt            [1005.27, 18.11, 80.0]                [994.1, 16.95, 0.0]                [922.1333333333333, 39.00319075266649, 0.0]"
"Knapsack1.txt            [99251.63, 927.36, 0.0]                [97420.9, 4629.82, 0.0]                [99633.7, 239.3274117187582, 0.0]"
"Knapsack2.txt            [139619.37, 636.56, 0.0]                [140248.1, 744.75, 0.0]                [139486.5, 453.05053066223564, 0.0]"
"Knapsack3.txt            [96869.53, 2765.93, 96.66666666666667]                [100168.4, 68.99, 100.0]                [99828.63333333333, 449.1446302572133, 96.66666666666667]"
"Knapsack4.txt            [3950669.03, 3037.49, 0.0]                [3952539.93, 3900.81, 0.0]                [3958597.566666667, 472.7515685384402, 0.0]"
"Knapsack5.txt            [100027.3, 1659.33, 0.0]                [106724.3, 663.04, 0.0]                [102593.16666666667, 706.628383396975, 0.0]"
"Knapsack6.txt            [1002045.47, 22678.14, 0.0]                [1067042.77, 7494.57, 0.0]                [1053107.7666666666, 5866.485340095513, 0.0]"
Total promedio
