"";"Busqueda aleatoria";"	";"	";"Ascenso a la colina";"	";"	";"Vecindad var"
"Dataset";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito"
"./data/files/f1.txt";"295.0";"0.0";"100.0";"292.5";"2.997";"96.667";"289.633";"15.69";"23.333"
"./data/files/f2.txt";"1000.333";"20.843";"100.0";"988.633";"21.423";"76.667";"997.8";"20.064";"0.0"
"./data/files/f3.txt";"35.0";"0.0";"100.0";"27.733";"3.454";"0.0";"35.0";"0.0";"100.0"
"./data/files/f4.txt";"23.0";"0.0";"96.667";"21.5";"2.5";"90.0";"23.0";"0.0";"100.0"
"./data/files/f5.txt";"476.383";"12.891";"100.0";"464.896";"11.529";"76.667";"417.046";"24.029";"0.0"
"./data/files/f6.txt";"51.967";"0.18";"100.0";"52.0";"0.0";"100.0";"50.9";"1.758";"70.0"
"./data/files/f7.txt";"107.0";"0.0";"100.0";"101.933";"4.56";"86.667";"101.267";"6.271";"20.0"
"./data/files/f8.txt";"9764.6";"1.993";"96.667";"9761.233";"3.383";"76.667";"9751.5";"16.34";"0.0"
"./data/files/f9.txt";"130.0";"0.0";"100.0";"105.1";"11.476";"0.0";"128.0";"4.472";"83.333"
"./data/files/f10.txt";"994.0";"19.753";"0.0";"987.9";"18.95";"0.0";"994.033";"29.05";"0.0"
"./data/files/Knapsack1.txt";"99626.167";"316.578";"0.0";"98311.833";"3774.706";"0.0";"99729.3";"180.934";"0.0"
"./data/files/Knapsack2.txt";"140034.367";"645.556";"0.0";"140133.4";"683.608";"0.0";"140841.733";"686.917";"0.0"
"./data/files/Knapsack3.txt";"98308.533";"1541.111";"0.0";"100129.3";"155.745";"100.0";"100158.0";"0.0";"0.0"
"./data/files/Knapsack4.txt";"3952309.033";"3567.866";"0.0";"3952787.0";"3611.787";"0.0";"3957642.633";"3132.502";"0.0"
"./data/files/Knapsack5.txt";"100200.867";"2221.366";"0.0";"106085.4";"992.081";"0.0";"106731.233";"851.985";"0.0"
"./data/files/Knapsack6.txt";"1005612.333";"19029.996";"0.0";"1016767.9";"17976.642";"0.0";"1042763.267";"14414.412";"0.0"
