"";"Busqueda aleatoria";"	";"	";"Ascenso a la colina";"	";"	";"Vecindad var"
"Dataset";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito"
"./data/files/f1.txt";"294.667";"0.943";"100.0";"295.0";"0.0";"100.0";"253.0";"33.317";"3.333"
"./data/files/f2.txt";"917.1";"26.859";"0.0";"989.167";"19.635";"100.0";"776.7";"59.097";"0.0"
"./data/files/f3.txt";"35.0";"0.0";"100.0";"33.467";"0.846";"76.667";"32.2";"4.183";"100.0"
"./data/files/f4.txt";"23.0";"0.0";"100.0";"23.0";"0.0";"100.0";"21.533";"2.526";"100.0"
"./data/files/f5.txt";"447.328";"18.121";"100.0";"464.751";"10.772";"33.333";"339.327";"47.301";"66.667"
"./data/files/f6.txt";"52.0";"0.0";"100.0";"52.0";"0.0";"100.0";"47.067";"3.642";"60.0"
"./data/files/f7.txt";"107.0";"0.0";"100.0";"107.0";"0.0";"100.0";"97.833";"10.354";"86.667"
"./data/files/f8.txt";"9751.767";"4.814";"0.0";"9761.8";"2.971";"73.333";"9492.633";"283.916";"0.0"
"./data/files/f9.txt";"130.0";"0.0";"100.0";"104.533";"9.062";"0.0";"101.467";"18.601";"83.333"
"./data/files/f10.txt";"917.167";"30.626";"0.0";"991.767";"18.079";"0.0";"844.7";"48.761";"0.0"
"./data/files/Knapsack1.txt";"99763.933";"0.249";"0.0";"97547.3";"4652.85";"0.0";"98562.733";"2492.666";"0.0"
"./data/files/Knapsack2.txt";"141810.1";"254.87";"80.0";"140250.8";"709.456";"0.0";"138677.567";"1453.635";"0.0"
"./data/files/Knapsack3.txt";"100069.833";"158.999";"93.333";"100176.2";"62.67";"90.0";"98428.0";"2208.185";"0.0"
"./data/files/Knapsack4.txt";"3960888.133";"1291.229";"0.0";"3952038.033";"4341.183";"0.0";"3951959.0";"2420.576";"0.0"
"./data/files/Knapsack5.txt";"104816.167";"541.635";"0.0";"106632.667";"698.847";"0.0";"104965.767";"435.538";"0.0"
"./data/files/Knapsack6.txt";"1045081.633";"6900.334";"0.0";"1066361.667";"6732.224";"0.0";"1058444.233";"7061.522";"0.0"
