"";"Busqueda aleatoria";"	";"	";"Ascenso a la colina";"	";"	";"Vecindad var"
"Dataset";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito"
"./data/files/f1.txt";"295.0";"0.0";"100.0";"295.0";"0.0";"100.0";"295.0";"0.0";"100.0"
"./data/files/f2.txt";"1016.6";"8.943";"96.667";"981.433";"19.611";"13.333";"1010.767";"9.447";"66.667"
"./data/files/f3.txt";"35.0";"0.0";"96.667";"33.333";"0.745";"0.0";"35.0";"0.0";"100.0"
"./data/files/f4.txt";"23.0";"0.0";"100.0";"23.0";"0.0";"100.0";"23.0";"0.0";"100.0"
"./data/files/f5.txt";"479.445";"7.773";"100.0";"466.4";"8.956";"0.0";"471.205";"13.653";"86.667"
"./data/files/f6.txt";"51.933";"0.249";"100.0";"52.0";"0.0";"100.0";"51.867";"0.34";"100.0"
"./data/files/f7.txt";"107.0";"0.0";"100.0";"107.0";"0.0";"100.0";"106.867";"0.499";"100.0"
"./data/files/f8.txt";"9764.533";"2.473";"100.0";"9762.0";"2.933";"80.0";"9761.9";"2.868";"6.667"
"./data/files/f9.txt";"130.0";"0.0";"100.0";"104.5";"11.969";"0.0";"130.0";"0.0";"100.0"
"./data/files/f10.txt";"1013.167";"11.399";"100.0";"996.833";"14.239";"56.667";"1006.4";"16.993";"90.0"
"./data/files/Knapsack1.txt";"99371.1";"747.081";"0.0";"98249.933";"3756.884";"0.0";"99615.2";"373.5";"80.0"
"./data/files/Knapsack2.txt";"139784.033";"517.982";"0.0";"140052.867";"682.162";"0.0";"141001.333";"280.728";"0.0"
"./data/files/Knapsack3.txt";"98318.033";"1845.609";"60.0";"100181.4";"64.163";"90.0";"100160.6";"42.643";"100.0"
"./data/files/Knapsack4.txt";"3950842.7";"4673.949";"0.0";"3951444.7";"4151.093";"0.0";"3952115.667";"3067.084";"0.0"
"./data/files/Knapsack5.txt";"100330.367";"2297.287";"0.0";"106753.733";"594.665";"0.0";"105808.233";"541.653";"0.0"
"./data/files/Knapsack6.txt";"1002641.633";"23807.043";"0.0";"1068833.467";"6592.064";"0.0";"1065783.033";"3518.141";"0.0"
