"";"Busqueda aleatoria";"	";"	";"Ascenso a la colina";"	";"	";"Vecindad var"
"Dataset";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito";"Media";"Desviación";"Tasa de exito"
"./data/files/f1.txt";"295.0";"0.0";"100.0";"292.5";"2.997";"96.667";"267.267";"19.853";"0.0"
"./data/files/f2.txt";"1006.233";"16.84";"90.0";"985.533";"18.182";"16.667";"856.2";"54.096";"0.0"
"./data/files/f3.txt";"35.0";"0.0";"100.0";"27.733";"3.454";"0.0";"32.2";"3.361";"100.0"
"./data/files/f4.txt";"23.0";"0.0";"100.0";"21.533";"2.513";"86.667";"22.567";"1.283";"100.0"
"./data/files/f5.txt";"473.243";"15.774";"100.0";"464.149";"12.427";"66.667";"406.854";"20.467";"0.0"
"./data/files/f6.txt";"51.933";"0.249";"100.0";"52.0";"0.0";"100.0";"49.733";"1.861";"63.333"
"./data/files/f7.txt";"107.0";"0.0";"100.0";"103.833";"4.259";"100.0";"95.833";"7.28";"66.667"
"./data/files/f8.txt";"9762.433";"2.848";"73.333";"9762.0";"4.382";"90.0";"9644.7";"144.614";"0.0"
"./data/files/f9.txt";"130.0";"0.0";"100.0";"109.867";"13.251";"0.0";"121.5";"9.952";"100.0"
"./data/files/f10.txt";"1005.267";"18.109";"80.0";"994.1";"16.946";"0.0";"922.133";"39.003";"0.0"
"./data/files/Knapsack1.txt";"99251.633";"927.358";"0.0";"97420.9";"4629.816";"0.0";"99633.7";"239.327";"0.0"
"./data/files/Knapsack2.txt";"139619.367";"636.561";"0.0";"140248.1";"744.751";"0.0";"139486.5";"453.051";"0.0"
"./data/files/Knapsack3.txt";"96869.533";"2765.934";"96.667";"100168.4";"68.986";"100.0";"99828.633";"449.145";"96.667"
"./data/files/Knapsack4.txt";"3950669.033";"3037.49";"0.0";"3952539.933";"3900.81";"0.0";"3958597.567";"472.752";"0.0"
"./data/files/Knapsack5.txt";"100027.3";"1659.326";"0.0";"106724.3";"663.038";"0.0";"102593.167";"706.628";"0.0"
"./data/files/Knapsack6.txt";"1002045.467";"22678.14";"0.0";"1067042.767";"7494.572";"0.0";"1053107.767";"5866.485";"0.0"
